Chr,start,end,mid,sites,Pi,perc_RAD
V,10800001,10810000,10803508,197,0.0,60%
V,10930001,10940000,10936041,180,0.0,60%
V,10990001,11000000,10995583,239,0.0,60%
V,11000001,11010000,11004076,180,0.0023,60%
V,11030001,11040000,11032306,180,0.0,60%
V,11120001,11130000,11125329,175,0.0014,60%
V,11220001,11230000,11223850,180,0.0005,60%
V,11380001,11390000,11386832,180,0.0009,60%
V,11460001,11470000,11464680,180,0.0,60%
V,11490001,11500000,11495582,210,0.0004,60%
V,11520001,11530000,11524131,239,0.0,60%
V,11800001,11810000,11804841,210,0.0,60%
V,11820001,11830000,11823714,268,0.0,60%
V,11930001,11940000,11933278,180,0.0,60%
V,11940001,11950000,11946003,179,0.0,60%
V,12000001,12010000,12005701,180,0.0,60%
V,12040001,12050000,12043938,180,0.0019,60%
V,12170001,12180000,12174756,180,0.0005,60%
V,12220001,12230000,12225349,210,0.0,60%
V,12270001,12280000,12274828,226,0.0007,60%
V,12640001,12650000,12644584,240,0.0014,60%
V,12740001,12750000,12746762,180,0.0,60%
V,12750001,12760000,12754785,239,0.0,60%
V,12830001,12840000,12835396,210,0.0008,60%
V,12990001,13000000,12994032,180,0.0009,60%
V,13080001,13090000,13084093,180,0.0,60%
V,13190001,13200000,13195314,179,0.0033,60%
V,13480001,13490000,13483939,210,0.0,60%
V,13590001,13600000,13596121,210,0.0016,60%
V,14090001,14100000,14092474,210,0.0032,60%
V,14220001,14230000,14225145,179,0.0,60%
V,14290001,14300000,14296549,170,0.0005,60%
V,14830001,14840000,14833436,180,0.0,60%
V,14920001,14930000,14925734,181,0.0,60%
V,15010001,15020000,15016850,180,0.0005,60%
V,15050001,15060000,15057236,180,0.0,60%
V,15470001,15480000,15474150,210,0.0,60%
V,15570001,15580000,15574494,171,0.0028,60%
V,16110001,16120000,16115200,210,0.0018,60%
V,16780001,16790000,16785771,168,0.0015,60%
V,17020001,17030000,17024484,209,0.0029,60%
V,17670001,17680000,17674494,178,0.0026,60%
V,20660001,20670000,20662480,180,0.0009,60%
V,20840001,20850000,20846167,169,0.0016,60%
X,140001,150000,144604,180,0.002,60%
X,1650001,1660000,1656392,180,0.0005,60%
X,2310001,2320000,2315848,176,0.0005,60%
X,2640001,2650000,2645750,210,0.0,60%
X,3670001,3680000,3673503,179,0.0,60%
X,3960001,3970000,3964684,180,0.0005,60%
X,4110001,4120000,4117717,195,0.0,60%
X,4260001,4270000,4263014,233,0.0,60%
X,4360001,4370000,4365150,180,0.0005,60%
X,4690001,4700000,4694642,179,0.0014,60%
X,6450001,6460000,6454713,180,0.0,60%
X,6990001,7000000,6994707,180,0.0021,60%
X,8530001,8540000,8538277,178,0.0029,60%
X,8860001,8870000,8867312,180,0.0,60%
X,8930001,8940000,8933906,180,0.0005,60%
X,9420001,9430000,9423896,180,0.0,60%
X,9450001,9460000,9455754,210,0.0004,60%
X,9780001,9790000,9786789,210,0.0011,60%
X,9790001,9800000,9795482,206,0.0009,60%
X,10170001,10180000,10176455,160,0.0,60%
X,10330001,10340000,10336309,179,0.0034,60%
X,10600001,10610000,10604886,180,0.0009,60%
X,11780001,11790000,11788829,203,0.0048,60%
X,12280001,12290000,12285422,171,0.0011,60%
X,12770001,12780000,12776167,180,0.0005,60%
X,13260001,13270000,13265186,210,0.0,60%
X,14860001,14870000,14865054,176,0.0005,60%
X,15150001,15160000,15154691,180,0.0,60%
X,15680001,15690000,15688383,217,0.0134,60%
X,15920001,15930000,15925308,178,0.0064,60%
X,16850001,16860000,16855578,177,0.0015,60%
X,17360001,17370000,17364636,240,0.001,60%
I,120001,130000,124381,180,0.0005,70%
I,200001,210000,204612,172,0.0,70%
I,420001,430000,426140,180,0.0026,70%
I,770001,780000,777146,201,0.0027,70%
I,1460001,1470000,1464504,185,0.0216,70%
I,1910001,1920000,1915179,180,0.0076,70%
I,2050001,2060000,2057154,180,0.0027,70%
I,2090001,2100000,2096749,162,0.0,70%
I,2300001,2310000,2304279,180,0.001,70%
I,2310001,2320000,2314631,192,0.0053,70%
I,2420001,2430000,2425841,175,0.0012,70%
I,3100001,3110000,3105326,199,0.0,70%
I,3150001,3160000,3154203,207,0.0,70%
I,3430001,3440000,3436678,206,0.0017,70%
I,3550001,3560000,3556041,180,0.0022,70%
I,3610001,3620000,3612278,177,0.0,70%
I,3930001,3940000,3936183,180,0.0005,70%
I,3940001,3950000,3943932,210,0.0,70%
I,4100001,4110000,4106961,164,0.0,70%
I,4110001,4120000,4112982,269,0.002,70%
I,4390001,4400000,4395107,270,0.0,70%
I,4580001,4590000,4584185,180,0.0019,70%
I,4690001,4700000,4693157,210,0.0,70%
I,4820001,4830000,4825462,330,0.0005,70%
I,4910001,4920000,4914828,209,0.0004,70%
I,5170001,5180000,5173984,180,0.0,70%
I,5250001,5260000,5255592,167,0.0,70%
I,5410001,5420000,5414461,240,0.0004,70%
I,5560001,5570000,5565253,270,0.0,70%
I,5650001,5660000,5654793,180,0.0009,70%
I,5770001,5780000,5774581,209,0.0,70%
I,5810001,5820000,5814932,300,0.0,70%
I,5850001,5860000,5853357,179,0.0,70%
I,5860001,5870000,5864936,180,0.0,70%
I,6010001,6020000,6014262,194,0.0,70%
I,6040001,6050000,6044451,180,0.0,70%
I,6050001,6060000,6056629,180,0.0,70%
I,6080001,6090000,6086998,177,0.0019,70%
I,6180001,6190000,6185189,201,0.0,70%
I,6300001,6310000,6304750,179,0.0,70%
I,6460001,6470000,6465886,180,0.0,70%
I,6560001,6570000,6563811,300,0.0,70%
I,6620001,6630000,6624012,180,0.0,70%
I,6700001,6710000,6704234,218,0.0,70%
I,6730001,6740000,6734377,240,0.0,70%
I,6820001,6830000,6824089,180,0.0,70%
I,6830001,6840000,6834911,180,0.0,70%
I,6890001,6900000,6894717,180,0.0,70%
I,6920001,6930000,6923175,180,0.001,70%
I,6970001,6980000,6974088,210,0.0,70%
I,7010001,7020000,7017497,205,0.0,70%
I,7030001,7040000,7034254,180,0.0,70%
I,7160001,7170000,7164117,180,0.0,70%
I,7300001,7310000,7305357,180,0.0,70%
I,7500001,7510000,7506625,180,0.0,70%
I,7560001,7570000,7563583,210,0.0008,70%
I,7580001,7590000,7584995,240,0.0003,70%
I,7600001,7610000,7604825,240,0.0,70%
I,7610001,7620000,7616059,180,0.0,70%
I,7680001,7690000,7683587,174,0.0,70%
I,7730001,7740000,7735186,300,0.0008,70%
I,7760001,7770000,7764794,179,0.0,70%
I,7850001,7860000,7853910,180,0.0,70%
I,7930001,7940000,7935139,180,0.0005,70%
I,7960001,7970000,7965284,180,0.0,70%
I,8020001,8030000,8024100,180,0.0,70%
I,8050001,8060000,8055706,210,0.0,70%
I,8140001,8150000,8144632,180,0.0,70%
I,8170001,8180000,8175117,168,0.0,70%
I,8220001,8230000,8225441,241,0.0003,70%
I,8490001,8500000,8495277,210,0.0,70%
I,8550001,8560000,8553949,210,0.0004,70%
I,8750001,8760000,8754097,210,0.0,70%
I,8760001,8770000,8765021,210,0.0,70%
I,8790001,8800000,8795242,240,0.0,70%
I,8810001,8820000,8814767,210,0.0014,70%
I,8820001,8830000,8824968,180,0.0005,70%
I,8860001,8870000,8864792,180,0.0005,70%
I,8910001,8920000,8916016,180,0.0,70%
I,8960001,8970000,8966168,216,0.0004,70%
I,8970001,8980000,8976996,169,0.0,70%
I,8980001,8990000,8984999,180,0.0,70%
I,9210001,9220000,9215149,270,0.0006,70%
I,9310001,9320000,9315055,180,0.0,70%
I,9320001,9330000,9323974,165,0.0005,70%
I,9490001,9500000,9493191,180,0.0011,70%
I,9560001,9570000,9565016,210,0.0008,70%
I,9600001,9610000,9605095,180,0.0013,70%
I,9640001,9650000,9644013,171,0.0,70%
I,9740001,9750000,9744850,180,0.0005,70%
I,9750001,9760000,9754244,180,0.0,70%
I,9980001,9990000,9986245,180,0.0005,70%
I,10000001,10010000,10006054,179,0.0,70%
I,10120001,10130000,10125410,210,0.0,70%
I,10260001,10270000,10267747,348,0.0055,70%
I,10270001,10280000,10273624,492,0.0166,70%
I,10340001,10350000,10344940,210,0.0,70%
I,10670001,10680000,10674774,222,0.001,70%
I,10680001,10690000,10685426,168,0.0006,70%
I,10690001,10700000,10692536,197,0.0009,70%
I,10710001,10720000,10715026,210,0.0007,70%
I,10780001,10790000,10786545,180,0.002,70%
I,11060001,11070000,11064726,209,0.0,70%
I,11290001,11300000,11291930,231,0.0021,70%
I,11500001,11510000,11504535,179,0.0027,70%
I,12010001,12020000,12015690,210,0.0,70%
I,12030001,12040000,12035386,179,0.0012,70%
I,12340001,12350000,12344080,180,0.0,70%
I,12410001,12420000,12414883,210,0.0048,70%
I,12500001,12510000,12504244,269,0.0,70%
I,12540001,12550000,12546113,210,0.0004,70%
I,12880001,12890000,12885178,180,0.0012,70%
I,12960001,12970000,12963325,232,0.0,70%
I,13000001,13010000,13007141,227,0.0011,70%
I,13070001,13080000,13074588,178,0.0014,70%
I,13090001,13100000,13096300,202,0.038,70%
I,13300001,13310000,13307085,193,0.0028,70%
I,13310001,13320000,13316078,180,0.0006,70%
I,13350001,13360000,13353442,195,0.0,70%
I,13820001,13830000,13824660,361,0.0029,70%
I,13890001,13900000,13895019,166,0.0022,70%
I,13950001,13960000,13955550,221,0.0012,70%
I,14060001,14070000,14063314,180,0.0022,70%
I,14240001,14250000,14243767,171,0.0015,70%
I,14390001,14400000,14394904,180,0.0,70%
I,14550001,14560000,14556528,164,0.0,70%
I,14580001,14590000,14583466,180,0.0005,70%
I,14770001,14780000,14774867,176,0.0087,70%
I,14800001,14810000,14804832,180,0.0022,70%
I,15000001,15010000,15006983,240,0.0,70%
I,15010001,15020000,15015162,270,0.0,70%
II,20001,30000,23400,240,0.0003,70%
II,100001,110000,105995,210,0.0,70%
II,110001,120000,115655,240,0.0003,70%
II,330001,340000,333072,178,0.0,70%
II,370001,380000,372843,160,0.0006,70%
II,450001,460000,456866,183,0.0025,70%
II,530001,540000,536131,180,0.0005,70%
II,1370001,1380000,1376635,175,0.0,70%
II,2770001,2780000,2773927,177,0.004,70%
II,3610001,3620000,3613655,210,0.0079,70%
II,3620001,3630000,3625429,180,0.0095,70%
II,3630001,3640000,3633230,180,0.0037,70%
II,3770001,3780000,3775394,168,0.0048,70%
II,4160001,4170000,4163436,177,0.0022,70%
II,4600001,4610000,4605427,180,0.0,70%
II,4740001,4750000,4743694,161,0.0,70%
II,4770001,4780000,4775760,180,0.0023,70%
II,4860001,4870000,4865258,210,0.0029,70%
II,4920001,4930000,4923936,204,0.0021,70%
II,5060001,5070000,5066448,210,0.0004,70%
II,5090001,5100000,5095494,287,0.0096,70%
II,5350001,5360000,5356951,180,0.0032,70%
II,5450001,5460000,5456180,180,0.0009,70%
II,5470001,5480000,5475561,180,0.0005,70%
II,5490001,5500000,5495476,240,0.0022,70%
II,5610001,5620000,5614868,180,0.0017,70%
II,5620001,5630000,5625137,251,0.0,70%
II,5630001,5640000,5635196,180,0.0,70%
II,5680001,5690000,5686470,180,0.0029,70%
II,5700001,5710000,5703855,160,0.0007,70%
II,5880001,5890000,5885825,186,0.0,70%
II,6280001,6290000,6284247,162,0.0,70%
II,6390001,6400000,6395267,180,0.0005,70%
II,6780001,6790000,6785822,235,0.0,70%
II,6810001,6820000,6815764,210,0.0008,70%
II,6830001,6840000,6834794,180,0.0023,70%
II,6840001,6850000,6846608,180,0.0,70%
II,7000001,7010000,7005255,240,0.0021,70%
II,7060001,7070000,7066203,180,0.0,70%
II,7190001,7200000,7194715,210,0.0004,70%
II,7250001,7260000,7255024,180,0.0,70%
II,7270001,7280000,7276263,210,0.0,70%
II,7370001,7380000,7376625,210,0.0032,70%
II,7400001,7410000,7405659,226,0.0036,70%
II,7530001,7540000,7535534,180,0.0,70%
II,7660001,7670000,7665781,180,0.0,70%
II,7740001,7750000,7744909,206,0.0,70%
II,7770001,7780000,7773924,180,0.0,70%
II,7790001,7800000,7795950,180,0.0,70%
II,7860001,7870000,7863312,330,0.0003,70%
II,8040001,8050000,8046313,180,0.0016,70%
II,8050001,8060000,8056386,180,0.0,70%
II,8130001,8140000,8135120,180,0.0009,70%
II,8170001,8180000,8175364,180,0.0,70%
II,8180001,8190000,8185256,180,0.0,70%
II,8210001,8220000,8214442,210,0.0014,70%
II,8270001,8280000,8273353,234,0.0,70%
II,8330001,8340000,8336543,180,0.0,70%
II,8380001,8390000,8383215,161,0.0,70%
II,8490001,8500000,8494319,186,0.0004,70%
II,8650001,8660000,8655522,168,0.0013,70%
II,8660001,8670000,8665491,300,0.0008,70%
II,8710001,8720000,8715351,210,0.0,70%
II,8720001,8730000,8724485,180,0.0,70%
II,8840001,8850000,8844978,180,0.0,70%
II,8850001,8860000,8853451,180,0.0,70%
II,9080001,9090000,9084646,183,0.0037,70%
II,9160001,9170000,9164808,180,0.0009,70%
II,9310001,9320000,9313265,210,0.0004,70%
II,9330001,9340000,9334760,210,0.0,70%
II,9490001,9500000,9496003,237,0.0007,70%
II,9540001,9550000,9545226,239,0.0007,70%
II,9570001,9580000,9575889,180,0.0009,70%
II,9600001,9610000,9606704,180,0.0005,70%
II,9630001,9640000,9638468,180,0.0,70%
II,9850001,9860000,9855030,180,0.0025,70%
II,9860001,9870000,9864844,278,0.0,70%
II,9890001,9900000,9894096,180,0.0,70%
II,9940001,9950000,9944771,180,0.0021,70%
II,10060001,10070000,10065389,240,0.0003,70%
II,10260001,10270000,10265074,178,0.0,70%
II,10390001,10400000,10397664,180,0.0,70%
II,10590001,10600000,10595294,168,0.0026,70%
II,10680001,10690000,10681484,180,0.0,70%
II,10820001,10830000,10824230,210,0.0024,70%
II,10870001,10880000,10875162,180,0.002,70%
II,10880001,10890000,10885581,179,0.0,70%
II,11080001,11090000,11085122,214,0.0,70%
II,11200001,11210000,11204277,179,0.0005,70%
II,11240001,11250000,11246153,210,0.0007,70%
II,11290001,11300000,11295283,180,0.0027,70%
II,11320001,11330000,11324107,267,0.0056,70%
II,11340001,11350000,11344962,300,0.0008,70%
II,11460001,11470000,11465016,200,0.001,70%
II,11570001,11580000,11576432,180,0.0,70%
II,11580001,11590000,11586490,180,0.0016,70%
II,11670001,11680000,11675624,299,0.0,70%
II,11790001,11800000,11795718,180,0.0009,70%
II,12060001,12070000,12065513,180,0.0018,70%
II,12130001,12140000,12134741,201,0.0047,70%
II,12150001,12160000,12155036,182,0.0022,70%
II,13100001,13110000,13105799,180,0.0035,70%
II,13120001,13130000,13124383,180,0.0013,70%
II,13600001,13610000,13604496,178,0.0019,70%
II,13770001,13780000,13775474,228,0.0061,70%
II,14130001,14140000,14132514,175,0.0025,70%
II,14210001,14220000,14214217,239,0.0052,70%
II,14410001,14420000,14414720,178,0.0027,70%
II,14420001,14430000,14424188,180,0.0,70%
II,14520001,14530000,14523537,209,0.0012,70%
II,15150001,15160000,15155038,210,0.0003,70%
III,70001,80000,73412,176,0.0032,70%
III,400001,410000,403612,179,0.0019,70%
III,610001,620000,612980,167,0.0023,70%
III,710001,720000,714541,168,0.0047,70%
III,800001,810000,805594,180,0.0,70%
III,870001,880000,876898,192,0.0,70%
III,1150001,1160000,1155818,237,0.0003,70%
III,1920001,1930000,1925682,222,0.0025,70%
III,3060001,3070000,3063739,271,0.0,70%
III,3170001,3180000,3174380,210,0.0,70%
III,3440001,3450000,3443372,250,0.0039,70%
III,3480001,3490000,3485752,179,0.0006,70%
III,3630001,3640000,3635040,172,0.003,70%
III,3830001,3840000,3833167,209,0.0022,70%
III,3910001,3920000,3914736,240,0.0,70%
III,3920001,3930000,3924079,180,0.0009,70%
III,3930001,3940000,3933012,180,0.0005,70%
III,4110001,4120000,4114311,211,0.0,70%
III,4150001,4160000,4152639,180,0.0,70%
III,4210001,4220000,4213408,175,0.0,70%
III,4520001,4530000,4523611,210,0.0,70%
III,4580001,4590000,4585125,180,0.0,70%
III,4620001,4630000,4626410,163,0.0,70%
III,4670001,4680000,4674811,183,0.0,70%
III,4700001,4710000,4705022,180,0.0005,70%
III,4780001,4790000,4783812,180,0.0,70%
III,4800001,4810000,4804399,180,0.0023,70%
III,4850001,4860000,4853758,180,0.0005,70%
III,4930001,4940000,4936421,180,0.0,70%
III,5060001,5070000,5062927,208,0.0,70%
III,5080001,5090000,5083902,180,0.0053,70%
III,5100001,5110000,5104914,210,0.0,70%
III,5170001,5180000,5174622,180,0.0009,70%
III,5190001,5200000,5195965,163,0.0007,70%
III,5230001,5240000,5235858,208,0.0004,70%
III,5320001,5330000,5325913,171,0.0,70%
III,5360001,5370000,5364796,187,0.0024,70%
III,5480001,5490000,5483548,193,0.0018,70%
III,5510001,5520000,5515717,270,0.0007,70%
III,5600001,5610000,5607329,210,0.0004,70%
III,5660001,5670000,5665404,180,0.0,70%
III,5790001,5800000,5795608,180,0.0019,70%
III,5820001,5830000,5823282,166,0.0,70%
III,5850001,5860000,5854490,193,0.001,70%
III,6020001,6030000,6023268,178,0.0007,70%
III,6270001,6280000,6274557,210,0.0,70%
III,6280001,6290000,6282635,180,0.0,70%
III,6340001,6350000,6345375,210,0.0014,70%
III,6430001,6440000,6435258,180,0.0,70%
III,6580001,6590000,6584401,180,0.0005,70%
III,6610001,6620000,6616164,178,0.0027,70%
III,6710001,6720000,6714499,180,0.0,70%
III,6810001,6820000,6813937,180,0.0,70%
III,6910001,6920000,6913423,210,0.005,70%
III,6960001,6970000,6964791,202,0.0,70%
III,6980001,6990000,6982392,210,0.0,70%
III,7160001,7170000,7164036,239,0.0,70%
III,7280001,7290000,7284018,210,0.0,70%
III,7350001,7360000,7354913,239,0.0003,70%
III,7380001,7390000,7383955,180,0.0,70%
III,7390001,7400000,7394904,210,0.0,70%
III,7590001,7600000,7596090,753,0.0149,70%
III,7620001,7630000,7623994,175,0.0,70%
III,7850001,7860000,7854960,238,0.0,70%
III,7920001,7930000,7926444,180,0.0005,70%
III,7940001,7950000,7945441,180,0.0028,70%
III,7950001,7960000,7953331,210,0.0,70%
III,8110001,8120000,8114654,210,0.0029,70%
III,8250001,8260000,8253572,180,0.0,70%
III,8360001,8370000,8364567,180,0.0,70%
III,8600001,8610000,8606628,178,0.0,70%
III,8670001,8680000,8676134,210,0.0004,70%
III,8720001,8730000,8724791,195,0.0007,70%
III,8780001,8790000,8785819,188,0.0022,70%
III,8800001,8810000,8806606,167,0.0059,70%
III,8890001,8900000,8895660,180,0.0,70%
III,9040001,9050000,9045822,180,0.0036,70%
III,9080001,9090000,9085616,270,0.0003,70%
III,9340001,9350000,9343204,210,0.0004,70%
III,9380001,9390000,9385028,209,0.0,70%
III,9570001,9580000,9575768,210,0.0004,70%
III,9590001,9600000,9595149,180,0.0,70%
III,9610001,9620000,9614467,180,0.0,70%
III,9620001,9630000,9624691,210,0.0004,70%
III,9760001,9770000,9765461,166,0.0009,70%
III,9800001,9810000,9804315,239,0.0,70%
III,9840001,9850000,9845242,197,0.0,70%
III,9940001,9950000,9944947,210,0.0179,70%
III,9980001,9990000,9983739,180,0.0038,70%
III,10040001,10050000,10045933,180,0.0009,70%
III,10070001,10080000,10075559,210,0.0,70%
III,10110001,10120000,10115832,210,0.0,70%
III,10140001,10150000,10143965,207,0.0006,70%
III,10590001,10600000,10594966,179,0.0,70%
III,10690001,10700000,10696119,191,0.0027,70%
III,10870001,10880000,10874377,240,0.0003,70%
III,10920001,10930000,10924103,210,0.0017,70%
III,13420001,13430000,13425392,180,0.0,70%
III,13500001,13510000,13505268,240,0.0003,70%
III,13690001,13700000,13693923,240,0.0031,70%
III,13710001,13720000,13715210,182,0.0,70%
IV,450001,460000,454711,176,0.0051,70%
IV,870001,880000,873346,235,0.0019,70%
IV,2030001,2040000,2035165,161,0.0024,70%
IV,2140001,2150000,2147051,179,0.0,70%
IV,2150001,2160000,2154258,180,0.0062,70%
IV,2170001,2180000,2175389,282,0.0019,70%
IV,2230001,2240000,2234708,177,0.0043,70%
IV,2370001,2380000,2375834,208,0.0,70%
IV,2600001,2610000,2604452,162,0.0013,70%
IV,2610001,2620000,2616081,269,0.0061,70%
IV,2620001,2630000,2625758,179,0.0,70%
IV,3240001,3250000,3244897,187,0.0022,70%
IV,3270001,3280000,3275075,176,0.0009,70%
IV,3280001,3290000,3285547,274,0.0025,70%
IV,3410001,3420000,3413563,186,0.0014,70%
IV,3880001,3890000,3885878,180,0.0005,70%
IV,4040001,4050000,4043887,226,0.0027,70%
IV,4390001,4400000,4394343,176,0.0019,70%
IV,4410001,4420000,4417490,257,0.0124,70%
IV,4420001,4430000,4421603,190,0.0178,70%
IV,4650001,4660000,4652818,180,0.0,70%
IV,4930001,4940000,4932956,270,0.0009,70%
IV,5220001,5230000,5223019,179,0.0005,70%
IV,5340001,5350000,5345530,165,0.0005,70%
IV,5380001,5390000,5383890,180,0.0,70%
IV,5390001,5400000,5395805,180,0.0,70%
IV,5780001,5790000,5785363,180,0.0042,70%
IV,5850001,5860000,5853664,210,0.0,70%
IV,5990001,6000000,5993467,210,0.0,70%
IV,6100001,6110000,6107026,207,0.0008,70%
IV,6110001,6120000,6116307,221,0.0,70%
IV,6270001,6280000,6274441,209,0.0024,70%
IV,6330001,6340000,6333256,178,0.0009,70%
IV,6340001,6350000,6345252,210,0.0,70%
IV,6360001,6370000,6365773,204,0.0,70%
IV,6600001,6610000,6605375,180,0.0028,70%
IV,6610001,6620000,6614801,180,0.0,70%
IV,6750001,6760000,6754775,210,0.0,70%
IV,6840001,6850000,6845909,180,0.0,70%
IV,6850001,6860000,6853641,239,0.0018,70%
IV,6910001,6920000,6915076,180,0.0,70%
IV,6960001,6970000,6965320,190,0.0,70%
IV,7010001,7020000,7014813,210,0.0,70%
IV,7130001,7140000,7134881,180,0.0,70%
IV,7180001,7190000,7184478,210,0.0004,70%
IV,7220001,7230000,7224377,180,0.0,70%
IV,7230001,7240000,7234798,240,0.0,70%
IV,7540001,7550000,7544994,270,0.0,70%
IV,7560001,7570000,7563293,203,0.001,70%
IV,7610001,7620000,7615432,239,0.0003,70%
IV,7630001,7640000,7632965,176,0.0,70%
IV,7690001,7700000,7695318,210,0.0004,70%
IV,7820001,7830000,7827435,180,0.0,70%
IV,7840001,7850000,7843672,179,0.0005,70%
IV,7930001,7940000,7937601,269,0.0003,70%
IV,8090001,8100000,8095303,179,0.0,70%
IV,8140001,8150000,8145972,179,0.0,70%
IV,8230001,8240000,8234731,180,0.0,70%
IV,8280001,8290000,8284460,180,0.0,70%
IV,8300001,8310000,8304533,180,0.0009,70%
IV,8620001,8630000,8624668,180,0.0,70%
IV,8640001,8650000,8644256,180,0.0,70%
IV,8750001,8760000,8754776,180,0.0,70%
IV,8760001,8770000,8765047,179,0.0,70%
IV,8800001,8810000,8803952,177,0.0011,70%
IV,8840001,8850000,8847017,180,0.0005,70%
IV,8850001,8860000,8855612,210,0.0023,70%
IV,8860001,8870000,8866326,180,0.0,70%
IV,9070001,9080000,9076099,180,0.0,70%
IV,9080001,9090000,9085120,180,0.0014,70%
IV,9260001,9270000,9264154,240,0.0003,70%
IV,9350001,9360000,9356099,178,0.0005,70%
IV,9430001,9440000,9434345,300,0.0,70%
IV,9580001,9590000,9586070,330,0.0,70%
IV,9620001,9630000,9625620,199,0.0,70%
IV,9720001,9730000,9722844,180,0.0,70%
IV,9850001,9860000,9855537,203,0.0,70%
IV,9970001,9980000,9975385,180,0.0017,70%
IV,10070001,10080000,10075373,180,0.0,70%
IV,10140001,10150000,10145474,324,0.0003,70%
IV,10160001,10170000,10165057,359,0.0002,70%
IV,10340001,10350000,10347882,210,0.0004,70%
IV,10600001,10610000,10606765,180,0.0005,70%
IV,10670001,10680000,10675185,270,0.0,70%
