scaffold,start,end,mid,sites,pi_all,species,gen_region
II,12920001,12930000,12922541,465,0.0022,elegans,genic
II,12930001,12940000,12933253,922,0.0024,elegans,genic
II,12940001,12950000,12944760,1584,0.0013,elegans,genic
II,12950001,12960000,12956468,722,0.0003,elegans,genic
II,12960001,12970000,12967982,1446,0.0008,elegans,genic
II,12970001,12980000,12974522,983,0.0013,elegans,genic
II,12980001,12990000,12983985,929,0.0026,elegans,genic
II,12990001,13000000,12995860,770,0.0009,elegans,genic
II,13010001,13020000,13011922,751,0.002,elegans,genic
II,13030001,13040000,13034102,1540,0.0021,elegans,genic
II,13040001,13050000,13042311,466,0.0027,elegans,genic
II,13050001,13060000,13057830,351,0.0005,elegans,genic
II,13060001,13070000,13063095,2296,0.002,elegans,genic
II,13070001,13080000,13073614,879,0.0017,elegans,genic
II,13080001,13090000,13088348,546,0.0015,elegans,genic
II,13090001,13100000,13092680,439,0.0014,elegans,genic
II,13100001,13110000,13106486,2900,0.0011,elegans,genic
II,13110001,13120000,13111538,1612,0.0016,elegans,genic
II,13120001,13130000,13122027,1642,0.0021,elegans,genic
II,13150001,13160000,13157458,789,0.0052,elegans,genic
II,13160001,13170000,13161926,1230,0.0028,elegans,genic
II,13170001,13180000,13177655,1111,0.0026,elegans,genic
II,13180001,13190000,13186430,294,0.0,elegans,genic
II,13190001,13200000,13199400,275,0.0014,elegans,genic
II,13200001,13210000,13206116,1089,0.0051,elegans,genic
II,13210001,13220000,13213068,1107,0.0091,elegans,genic
II,13240001,13250000,13241724,253,0.0028,elegans,genic
II,13270001,13280000,13271729,416,0.0013,elegans,genic
II,13280001,13290000,13281729,1394,0.0011,elegans,genic
II,13330001,13340000,13339120,366,0.0045,elegans,genic
II,13350001,13360000,13352148,1072,0.0027,elegans,genic
II,13370001,13380000,13379362,326,0.0012,elegans,genic
II,13400001,13410000,13409518,244,0.0,elegans,genic
II,13410001,13420000,13416613,1299,0.0044,elegans,genic
II,13420001,13430000,13422774,1552,0.0047,elegans,genic
II,13440001,13450000,13445922,617,0.0062,elegans,genic
II,13450001,13460000,13459191,205,0.0018,elegans,genic
II,13460001,13470000,13465377,1121,0.0026,elegans,genic
II,13490001,13500000,13494678,497,0.0041,elegans,genic
II,13500001,13510000,13503817,1164,0.0037,elegans,genic
II,13510001,13520000,13512210,1647,0.0034,elegans,genic
II,13520001,13530000,13526497,1000,0.0016,elegans,genic
II,13530001,13540000,13536806,1619,0.0016,elegans,genic
II,13570001,13580000,13577021,348,0.0081,elegans,genic
II,13590001,13600000,13592810,432,0.0,elegans,genic
II,13600001,13610000,13603360,1487,0.0056,elegans,genic
II,13610001,13620000,13614176,1833,0.0074,elegans,genic
II,13620001,13630000,13625556,1230,0.0079,elegans,genic
II,13630001,13640000,13632517,1519,0.0047,elegans,genic
II,13640001,13650000,13646431,1213,0.0114,elegans,genic
II,13660001,13670000,13664909,401,0.0039,elegans,genic
II,13670001,13680000,13672418,674,0.0103,elegans,genic
II,13680001,13690000,13686577,1157,0.0018,elegans,genic
II,13690001,13700000,13694032,955,0.0021,elegans,genic
II,13700001,13710000,13705309,323,0.0008,elegans,genic
II,13710001,13720000,13713663,686,0.003,elegans,genic
II,13720001,13730000,13726420,758,0.0006,elegans,genic
II,13740001,13750000,13743676,459,0.004,elegans,genic
II,13760001,13770000,13765458,907,0.0067,elegans,genic
II,13770001,13780000,13775733,6952,0.0106,elegans,genic
II,13780001,13790000,13782798,397,0.0113,elegans,genic
II,13790001,13800000,13795550,606,0.0032,elegans,genic
II,13800001,13810000,13805065,489,0.0032,elegans,genic
II,13810001,13820000,13815925,1011,0.0009,elegans,genic
II,13830001,13840000,13838148,400,0.0011,elegans,genic
II,13850001,13860000,13859510,631,0.0036,elegans,genic
II,13860001,13870000,13861004,765,0.0014,elegans,genic
II,13870001,13880000,13879183,574,0.0008,elegans,genic
II,13880001,13890000,13886734,533,0.0024,elegans,genic
II,13900001,13910000,13903537,545,0.0034,elegans,genic
II,13910001,13920000,13913598,961,0.0001,elegans,genic
II,13930001,13940000,13939250,455,0.0035,elegans,genic
II,13950001,13960000,13954169,1287,0.0071,elegans,genic
II,13960001,13970000,13961817,856,0.0003,elegans,genic
II,13970001,13980000,13972094,793,0.0033,elegans,genic
II,13980001,13990000,13988108,386,0.0012,elegans,genic
II,13990001,14000000,13999242,296,0.0012,elegans,genic
II,14000001,14010000,14007310,451,0.0,elegans,genic
II,14010001,14020000,14017851,767,0.0054,elegans,genic
II,14030001,14040000,14035691,1137,0.0019,elegans,genic
II,14040001,14050000,14046640,846,0.0046,elegans,genic
II,14060001,14070000,14062369,454,0.0,elegans,genic
II,14070001,14080000,14078206,401,0.0049,elegans,genic
II,14090001,14100000,14092710,615,0.0042,elegans,genic
II,14100001,14110000,14105079,719,0.0011,elegans,genic
II,14110001,14120000,14118954,380,0.0024,elegans,genic
II,14130001,14140000,14134929,2107,0.002,elegans,genic
II,14140001,14150000,14144975,1408,0.0017,elegans,genic
II,14170001,14180000,14172972,278,0.0,elegans,genic
II,14190001,14200000,14199648,441,0.0035,elegans,genic
II,14200001,14210000,14206305,1937,0.0027,elegans,genic
II,14210001,14220000,14213958,1848,0.0048,elegans,genic
II,14220001,14230000,14221326,400,0.0016,elegans,genic
II,14230001,14240000,14235749,1241,0.002,elegans,genic
II,14240001,14250000,14241395,294,0.0003,elegans,genic
II,14250001,14260000,14256254,739,0.002,elegans,genic
II,14260001,14270000,14262958,384,0.0038,elegans,genic
II,14280001,14290000,14283550,309,0.0052,elegans,genic
II,14290001,14300000,14294545,1020,0.0004,elegans,genic
II,14340001,14350000,14345962,535,0.0024,elegans,genic
II,14350001,14360000,14354233,1401,0.0004,elegans,genic
II,14360001,14370000,14365622,1116,0.0017,elegans,genic
II,14370001,14380000,14371685,401,0.0027,elegans,genic
II,14380001,14390000,14384117,2015,0.0005,elegans,genic
II,14390001,14400000,14396653,1771,0.001,elegans,genic
II,14400001,14410000,14403913,1571,0.0016,elegans,genic
II,14410001,14420000,14416122,654,0.0011,elegans,genic
II,14420001,14430000,14422309,1941,0.0008,elegans,genic
II,14430001,14440000,14436338,474,0.0028,elegans,genic
II,14440001,14450000,14443741,1364,0.0013,elegans,genic
II,14450001,14460000,14456027,376,0.006,elegans,genic
II,14460001,14470000,14463295,650,0.0018,elegans,genic
II,14470001,14480000,14475955,1728,0.0012,elegans,genic
II,14480001,14490000,14486396,406,0.0032,elegans,genic
II,14490001,14500000,14497141,624,0.0028,elegans,genic
II,14500001,14510000,14507016,1497,0.0019,elegans,genic
II,14520001,14530000,14524211,1943,0.0022,elegans,genic
II,14530001,14540000,14535068,1224,0.0012,elegans,genic
II,14540001,14550000,14543936,1236,0.0019,elegans,genic
II,14550001,14560000,14556209,1736,0.0008,elegans,genic
II,14570001,14580000,14577247,468,0.0017,elegans,genic
II,14580001,14590000,14587233,477,0.0016,elegans,genic
II,14590001,14600000,14595676,980,0.0001,elegans,genic
II,14600001,14610000,14606934,1734,0.0014,elegans,genic
II,14610001,14620000,14616581,438,0.0013,elegans,genic
II,14620001,14630000,14625190,1308,0.0006,elegans,genic
II,14630001,14640000,14635324,979,0.0007,elegans,genic
II,14650001,14660000,14656210,1593,0.0011,elegans,genic
II,14660001,14670000,14664236,1244,0.0008,elegans,genic
II,14670001,14680000,14673945,1665,0.0022,elegans,genic
II,14680001,14690000,14683271,442,0.0004,elegans,genic
II,14690001,14700000,14694505,435,0.0012,elegans,genic
II,14700001,14710000,14707480,710,0.0002,elegans,genic
II,14710001,14720000,14711162,442,0.0023,elegans,genic
II,14720001,14730000,14726674,186,0.0,elegans,genic
II,14730001,14740000,14735899,1226,0.0023,elegans,genic
II,14740001,14750000,14749154,197,0.0005,elegans,genic
II,14750001,14760000,14754642,1349,0.0013,elegans,genic
II,14760001,14770000,14760648,403,0.0004,elegans,genic
II,14780001,14790000,14782436,221,0.0023,elegans,genic
II,14800001,14810000,14803248,1015,0.0025,elegans,genic
II,14840001,14850000,14846926,1368,0.0018,elegans,genic
II,14850001,14860000,14854363,784,0.0013,elegans,genic
II,14860001,14870000,14867788,213,0.0,elegans,genic
II,14870001,14880000,14876853,620,0.0,elegans,genic
II,14900001,14910000,14903218,696,0.0006,elegans,genic
II,14920001,14930000,14923201,463,0.0013,elegans,genic
II,14930001,14940000,14934907,990,0.0012,elegans,genic
II,14940001,14950000,14945165,1012,0.0004,elegans,genic
II,14950001,14960000,14955082,1652,0.0026,elegans,genic
II,14960001,14970000,14965121,1012,0.0021,elegans,genic
II,14970001,14980000,14972040,448,0.0012,elegans,genic
II,14980001,14990000,14985539,271,0.0015,elegans,genic
II,15000001,15010000,15004492,1115,0.0004,elegans,genic
II,15010001,15020000,15012820,412,0.0004,elegans,genic
II,15020001,15030000,15027658,572,0.0005,elegans,genic
II,15040001,15050000,15044072,627,0.0011,elegans,genic
II,15060001,15070000,15066086,288,0.0,elegans,genic
II,15080001,15090000,15088878,1273,0.0008,elegans,genic
II,15090001,15100000,15096879,624,0.0017,elegans,genic
II,15100001,15110000,15103147,263,0.0007,elegans,genic
II,15110001,15120000,15112803,726,0.002,elegans,genic
II,15120001,15130000,15125193,1764,0.0019,elegans,genic
II,15130001,15140000,15130120,239,0.0012,elegans,genic
II,15140001,15150000,15144843,500,0.0017,elegans,genic
II,15150001,15160000,15155477,1426,0.0005,elegans,genic
II,15170001,15180000,15177487,805,0.0005,elegans,genic
II,15180001,15190000,15182375,854,0.001,elegans,genic
II,15190001,15200000,15199768,338,0.0014,elegans,genic
II,15200001,15210000,15207692,1016,0.0015,elegans,genic
II,15210001,15220000,15215215,944,0.0021,elegans,genic
II,15220001,15230000,15226016,447,0.0009,elegans,genic
II,15230001,15240000,15234001,833,0.0044,elegans,genic
II,15240001,15250000,15246622,1758,0.0024,elegans,genic
II,15250001,15260000,15250903,406,0.0002,elegans,genic
II,15270001,15280000,15271408,478,0.0008,elegans,genic
III,1,10000,1816,946,0.0046,elegans,genic
III,10001,20000,11562,557,0.0041,elegans,genic
III,20001,30000,21277,1012,0.0051,elegans,genic
III,30001,40000,37231,1354,0.0069,elegans,genic
III,60001,70000,67301,697,0.0049,elegans,genic
III,70001,80000,73156,1812,0.0098,elegans,genic
III,80001,90000,83654,1336,0.0079,elegans,genic
III,90001,100000,91691,587,0.0049,elegans,genic
III,110001,120000,114984,162,0.0015,elegans,genic
III,120001,130000,124296,1457,0.0056,elegans,genic
III,130001,140000,134184,2002,0.0086,elegans,genic
III,140001,150000,143251,1405,0.0188,elegans,genic
III,150001,160000,159202,897,0.0145,elegans,genic
III,160001,170000,166393,932,0.0079,elegans,genic
III,170001,180000,173174,1085,0.0089,elegans,genic
III,180001,190000,184172,1242,0.0111,elegans,genic
III,200001,210000,208345,587,0.0004,elegans,genic
III,210001,220000,215754,1645,0.0014,elegans,genic
III,220001,230000,225295,934,0.0031,elegans,genic
III,240001,250000,242000,328,0.0062,elegans,genic
III,270001,280000,277942,165,0.0007,elegans,genic
III,280001,290000,282772,511,0.0021,elegans,genic
III,290001,300000,292587,434,0.0051,elegans,genic
III,300001,310000,305871,248,0.0,elegans,genic
III,330001,340000,337398,548,0.0059,elegans,genic
III,340001,350000,347912,1343,0.001,elegans,genic
III,350001,360000,351997,1296,0.0011,elegans,genic
III,360001,370000,368201,461,0.0009,elegans,genic
III,370001,380000,373968,1560,0.0005,elegans,genic
III,400001,410000,402877,897,0.0015,elegans,genic
III,410001,420000,414873,757,0.0033,elegans,genic
III,430001,440000,436965,906,0.0003,elegans,genic
III,450001,460000,458712,282,0.0009,elegans,genic
III,460001,470000,465839,912,0.0007,elegans,genic
III,470001,480000,475021,1218,0.0008,elegans,genic
III,480001,490000,487929,466,0.0005,elegans,genic
III,490001,500000,495483,1827,0.0004,elegans,genic
III,500001,510000,504513,1476,0.0017,elegans,genic
III,510001,520000,513660,1496,0.0002,elegans,genic
III,520001,530000,523350,1991,0.0002,elegans,genic
III,540001,550000,543367,767,0.0012,elegans,genic
III,550001,560000,558706,247,0.0006,elegans,genic
III,560001,570000,565186,977,0.0005,elegans,genic
III,570001,580000,578872,792,0.0009,elegans,genic
III,580001,590000,584380,426,0.0015,elegans,genic
III,590001,600000,591367,399,0.0015,elegans,genic
III,600001,610000,604415,1051,0.0007,elegans,genic
III,610001,620000,613408,1621,0.0015,elegans,genic
III,620001,630000,625775,1532,0.0022,elegans,genic
III,630001,640000,636050,1926,0.0024,elegans,genic
III,640001,650000,645385,2532,0.0005,elegans,genic
III,650001,660000,651597,432,0.0025,elegans,genic
III,660001,670000,661394,845,0.0093,elegans,genic
III,670001,680000,679275,278,0.0015,elegans,genic
III,680001,690000,683489,983,0.0023,elegans,genic
III,690001,700000,694148,3681,0.0021,elegans,genic
III,700001,710000,707466,1018,0.0056,elegans,genic
III,710001,720000,711411,2002,0.0017,elegans,genic
III,730001,740000,734578,1437,0.0008,elegans,genic
III,740001,750000,743206,2930,0.009,elegans,genic
III,760001,770000,766909,864,0.0016,elegans,genic
III,770001,780000,775045,1027,0.0011,elegans,genic
III,780001,790000,784889,911,0.0014,elegans,genic
III,790001,800000,796330,1109,0.0013,elegans,genic
III,800001,810000,805705,2323,0.0028,elegans,genic
III,810001,820000,813745,994,0.0009,elegans,genic
III,820001,830000,825101,1739,0.0015,elegans,genic
III,830001,840000,837234,439,0.0,elegans,genic
III,840001,850000,845455,1086,0.0007,elegans,genic
III,850001,860000,854640,1716,0.0018,elegans,genic
III,860001,870000,862811,1520,0.0018,elegans,genic
III,870001,880000,875968,2138,0.0018,elegans,genic
III,880001,890000,884653,1586,0.0021,elegans,genic
III,890001,900000,893934,2123,0.0048,elegans,genic
III,900001,910000,905587,1364,0.0016,elegans,genic
III,910001,920000,912340,793,0.0049,elegans,genic
III,980001,990000,984431,342,0.0288,elegans,genic
III,1000001,1010000,1006084,177,0.0173,elegans,genic
III,1020001,1030000,1028269,1187,0.0098,elegans,genic
III,1030001,1040000,1035633,1004,0.0036,elegans,genic
III,1040001,1050000,1048747,279,0.0013,elegans,genic
III,1050001,1060000,1052061,923,0.0027,elegans,genic
III,1070001,1080000,1070621,319,0.0037,elegans,genic
III,1080001,1090000,1081194,189,0.003,elegans,genic
III,1090001,1100000,1092463,428,0.0051,elegans,genic
III,1100001,1110000,1108074,988,0.0025,elegans,genic
III,1110001,1120000,1112871,1530,0.0031,elegans,genic
III,1120001,1130000,1125320,674,0.0022,elegans,genic
III,1130001,1140000,1134734,1256,0.0018,elegans,genic
III,1140001,1150000,1141451,2022,0.0032,elegans,genic
III,1150001,1160000,1156188,2464,0.0011,elegans,genic
III,1160001,1170000,1168416,1397,0.005,elegans,genic
III,1170001,1180000,1175251,1771,0.0011,elegans,genic
III,1180001,1190000,1183403,572,0.0017,elegans,genic
III,1200001,1210000,1204246,375,0.001,elegans,genic
III,1210001,1220000,1217401,512,0.0158,elegans,genic
III,1220001,1230000,1222006,1159,0.0024,elegans,genic
III,1230001,1240000,1236896,698,0.0036,elegans,genic
III,1240001,1250000,1244846,915,0.0121,elegans,genic
III,1260001,1270000,1268672,664,0.037,elegans,genic
III,1280001,1290000,1286875,330,0.0095,elegans,genic
III,1290001,1300000,1295509,499,0.0399,elegans,genic
III,1300001,1310000,1306818,497,0.0344,elegans,genic
III,1310001,1320000,1315167,868,0.0104,elegans,genic
III,1320001,1330000,1322833,1436,0.0106,elegans,genic
III,1340001,1350000,1342227,1092,0.0015,elegans,genic
III,1470001,1480000,1475595,502,0.0037,elegans,genic
III,1480001,1490000,1488343,447,0.006,elegans,genic
III,1490001,1500000,1491863,948,0.0041,elegans,genic
III,1500001,1510000,1504331,1208,0.004,elegans,genic
III,1510001,1520000,1514076,487,0.0,elegans,genic
III,1520001,1530000,1525482,1396,0.0024,elegans,genic
III,1530001,1540000,1535578,762,0.0005,elegans,genic
III,1540001,1550000,1546944,1034,0.0044,elegans,genic
III,1550001,1560000,1555032,992,0.0029,elegans,genic
III,1560001,1570000,1564998,809,0.0069,elegans,genic
III,1570001,1580000,1574357,2522,0.0035,elegans,genic
III,1580001,1590000,1585915,752,0.0043,elegans,genic
III,1600001,1610000,1607674,780,0.0061,elegans,genic
III,1610001,1620000,1612731,1023,0.0034,elegans,genic
III,1620001,1630000,1626593,361,0.0069,elegans,genic
III,1650001,1660000,1653833,316,0.0009,elegans,genic
III,1660001,1670000,1664871,670,0.0006,elegans,genic
III,1670001,1680000,1674648,808,0.0019,elegans,genic
III,1680001,1690000,1687596,735,0.0018,elegans,genic
III,1690001,1700000,1697922,360,0.0072,elegans,genic
III,1700001,1710000,1704830,407,0.0069,elegans,genic
III,1710001,1720000,1711958,732,0.0017,elegans,genic
III,1720001,1730000,1724932,234,0.0139,elegans,genic
III,1730001,1740000,1732474,891,0.0026,elegans,genic
III,1770001,1780000,1773591,330,0.0039,elegans,genic
III,1780001,1790000,1789118,647,0.003,elegans,genic
III,1790001,1800000,1799509,356,0.0,elegans,genic
III,1800001,1810000,1806574,787,0.002,elegans,genic
III,1810001,1820000,1813376,777,0.001,elegans,genic
III,1820001,1830000,1826758,910,0.007,elegans,genic
III,1830001,1840000,1836111,1296,0.0042,elegans,genic
III,1840001,1850000,1842758,1087,0.0067,elegans,genic
III,1850001,1860000,1853974,673,0.004,elegans,genic
III,1860001,1870000,1863027,797,0.0041,elegans,genic
III,1870001,1880000,1875240,1016,0.0029,elegans,genic
III,1880001,1890000,1889484,221,0.0013,elegans,genic
III,1890001,1900000,1897345,1928,0.0038,elegans,genic
III,1900001,1910000,1907472,323,0.0016,elegans,genic
III,1910001,1920000,1912453,341,0.0033,elegans,genic
III,1920001,1930000,1924650,3081,0.0023,elegans,genic
III,1930001,1940000,1933262,1384,0.0043,elegans,genic
III,1940001,1950000,1946516,876,0.0032,elegans,genic
III,1950001,1960000,1953831,1144,0.0026,elegans,genic
III,1970001,1980000,1972097,472,0.0028,elegans,genic
III,1980001,1990000,1981021,396,0.0023,elegans,genic
III,2000001,2010000,2007086,221,0.0,elegans,genic
III,2010001,2020000,2018934,180,0.0024,elegans,genic
III,2030001,2040000,2036956,964,0.0034,elegans,genic
III,2040001,2050000,2043278,396,0.0023,elegans,genic
III,2050001,2060000,2055910,657,0.0005,elegans,genic
III,2060001,2070000,2067971,737,0.0021,elegans,genic
III,2090001,2100000,2098982,698,0.0058,elegans,genic
III,2100001,2110000,2105830,1069,0.0052,elegans,genic
III,2110001,2120000,2118814,689,0.0011,elegans,genic
III,2130001,2140000,2135272,1708,0.0062,elegans,genic
III,2140001,2150000,2144561,1063,0.0059,elegans,genic
III,2160001,2170000,2163993,671,0.0025,elegans,genic
III,2170001,2180000,2174224,665,0.0014,elegans,genic
III,2190001,2200000,2193893,1132,0.0082,elegans,genic
III,2200001,2210000,2205978,1280,0.0091,elegans,genic
III,2210001,2220000,2213566,2103,0.0074,elegans,genic
III,2220001,2230000,2224988,1330,0.0023,elegans,genic
III,2240001,2250000,2242814,778,0.0071,elegans,genic
III,2250001,2260000,2252726,865,0.0021,elegans,genic
III,2260001,2270000,2264417,984,0.0011,elegans,genic
