Chr,BP_start,BP_end,FST,pop_pair
V,20470001,20480000,0.0204,ishi-irio
V,20500001,20510000,0.0178,ishi-irio
V,20540001,20550000,-0.0064,ishi-irio
V,20560001,20570000,0.0145,ishi-irio
V,20740001,20750000,-0.0134,ishi-irio
V,20800001,20810000,0.0434,ishi-irio
V,20810001,20820000,-0.0009,ishi-irio
V,20840001,20850000,-0.0012,ishi-irio
V,20850001,20860000,-0.0151,ishi-irio
V,20860001,20870000,0.0031,ishi-irio
V,20870001,20880000,0.0079,ishi-irio
V,20880001,20890000,-0.0158,ishi-irio
V,20890001,20900000,0.0063,ishi-irio
V,20900001,20910000,0.0191,ishi-irio
V,20930001,20940000,0.0184,ishi-irio
V,20940001,20950000,-0.0102,ishi-irio
V,20950001,20960000,0.0065,ishi-irio
V,20960001,20970000,-0.0169,ishi-irio
V,20970001,20980000,-0.0067,ishi-irio
V,20980001,20990000,-0.0223,ishi-irio
V,21090001,21100000,-0.0013,ishi-irio
V,21100001,21110000,-0.0104,ishi-irio
V,21110001,21120000,0.0248,ishi-irio
V,21130001,21140000,-0.0212,ishi-irio
V,21140001,21150000,0.0378,ishi-irio
V,21190001,21200000,0.0413,ishi-irio
V,21200001,21210000,0.0079,ishi-irio
V,21210001,21220000,-0.0229,ishi-irio
V,21220001,21230000,-0.0116,ishi-irio
V,21230001,21240000,0.0016,ishi-irio
V,21270001,21280000,0.0015,ishi-irio
V,21280001,21290000,0.1103,ishi-irio
V,21290001,21300000,0.0063,ishi-irio
V,21340001,21350000,-0.0183,ishi-irio
V,21350001,21360000,-0.0069,ishi-irio
V,21360001,21370000,-0.027,ishi-irio
V,21370001,21380000,-0.0017,ishi-irio
V,21450001,21460000,0.0042,ishi-irio
V,21460001,21470000,-0.0152,ishi-irio
V,21470001,21480000,0.0227,ishi-irio
V,21480001,21490000,-0.0442,ishi-irio
V,21490001,21500000,0.0382,ishi-irio
V,21510001,21520000,0.023,ishi-irio
V,21570001,21580000,0.006,ishi-irio
V,21580001,21590000,-0.0157,ishi-irio
V,21610001,21620000,0.0612,ishi-irio
V,21630001,21640000,0.001,ishi-irio
V,21640001,21650000,-0.0052,ishi-irio
V,21650001,21660000,-0.011,ishi-irio
V,21660001,21670000,0.0181,ishi-irio
V,21670001,21680000,0.0041,ishi-irio
V,21780001,21790000,-0.0117,ishi-irio
V,21830001,21840000,0.0033,ishi-irio
V,21840001,21850000,0.059,ishi-irio
V,21880001,21890000,-0.0085,ishi-irio
V,21890001,21900000,-0.003,ishi-irio
V,21900001,21910000,-0.0099,ishi-irio
V,21910001,21920000,-0.0113,ishi-irio
V,21940001,21950000,0.0288,ishi-irio
V,21960001,21970000,0.0064,ishi-irio
V,21970001,21980000,0.0365,ishi-irio
V,21980001,21990000,-0.0247,ishi-irio
V,21990001,22000000,-0.0244,ishi-irio
V,22000001,22010000,-0.0062,ishi-irio
V,22010001,22020000,-0.0083,ishi-irio
V,22040001,22050000,0.0065,ishi-irio
V,22050001,22060000,0.0189,ishi-irio
V,22060001,22070000,0.0423,ishi-irio
V,22070001,22080000,-0.006,ishi-irio
V,22080001,22090000,0.0156,ishi-irio
V,22100001,22110000,0.0318,ishi-irio
V,22120001,22130000,0.0344,ishi-irio
V,22130001,22140000,-0.003,ishi-irio
V,22150001,22160000,-0.0085,ishi-irio
V,22160001,22170000,0.0662,ishi-irio
V,22180001,22190000,0.0009,ishi-irio
V,22200001,22210000,0.0203,ishi-irio
V,22210001,22220000,0.0059,ishi-irio
V,22230001,22240000,0.0014,ishi-irio
V,22310001,22320000,0.007,ishi-irio
V,22320001,22330000,-0.0033,ishi-irio
V,22330001,22340000,-0.0157,ishi-irio
V,22340001,22350000,-0.0163,ishi-irio
V,22350001,22360000,-0.0172,ishi-irio
V,22360001,22370000,-0.0149,ishi-irio
V,22380001,22390000,0.0141,ishi-irio
V,22400001,22410000,-0.0044,ishi-irio
V,22410001,22420000,0.124,ishi-irio
V,22420001,22430000,0.0461,ishi-irio
V,22430001,22440000,0.0624,ishi-irio
V,22440001,22450000,0.0401,ishi-irio
V,22460001,22470000,-0.0054,ishi-irio
V,22470001,22480000,-0.0415,ishi-irio
V,22490001,22500000,0.0007,ishi-irio
V,22500001,22510000,-0.0251,ishi-irio
V,22510001,22520000,0.0052,ishi-irio
V,22530001,22540000,0.0287,ishi-irio
V,22560001,22570000,0.0402,ishi-irio
V,22630001,22640000,0.0725,ishi-irio
V,22660001,22670000,0.01,ishi-irio
V,22670001,22680000,0.0295,ishi-irio
V,22680001,22690000,0.0134,ishi-irio
V,22690001,22700000,0.0007,ishi-irio
V,22700001,22710000,0.0266,ishi-irio
V,22710001,22720000,0.0562,ishi-irio
V,22740001,22750000,-0.024,ishi-irio
V,22750001,22760000,-0.0128,ishi-irio
V,22790001,22800000,0.0148,ishi-irio
V,22800001,22810000,0.0232,ishi-irio
V,22810001,22820000,0.0111,ishi-irio
V,22820001,22830000,0.0098,ishi-irio
V,22840001,22850000,-0.0017,ishi-irio
V,22850001,22860000,-0.0179,ishi-irio
V,22860001,22870000,0.014,ishi-irio
V,22890001,22900000,0.0385,ishi-irio
V,22900001,22910000,0.0312,ishi-irio
V,22910001,22920000,-0.0074,ishi-irio
V,22920001,22930000,0.0021,ishi-irio
V,22960001,22970000,-0.0043,ishi-irio
V,22970001,22980000,0.0017,ishi-irio
V,22980001,22990000,-0.0057,ishi-irio
V,23010001,23020000,0.0037,ishi-irio
V,23160001,23170000,0.0556,ishi-irio
V,23190001,23200000,-0.0127,ishi-irio
V,23310001,23320000,-0.0356,ishi-irio
V,23320001,23330000,-0.001,ishi-irio
V,23330001,23340000,0.0386,ishi-irio
V,23410001,23420000,-0.0418,ishi-irio
V,23420001,23430000,0.0279,ishi-irio
V,23520001,23530000,0.0315,ishi-irio
V,23530001,23540000,-0.0203,ishi-irio
V,23540001,23550000,0.0174,ishi-irio
V,23550001,23560000,-0.0102,ishi-irio
V,23560001,23570000,-0.0218,ishi-irio
V,23570001,23580000,0.0046,ishi-irio
V,23580001,23590000,0.0034,ishi-irio
V,23590001,23600000,-0.0234,ishi-irio
V,23610001,23620000,-0.0321,ishi-irio
I,1,10000,-0.0269,ishi-yona
I,10001,20000,-0.0063,ishi-yona
I,20001,30000,-0.0294,ishi-yona
I,70001,80000,0.001,ishi-yona
I,90001,100000,0.0034,ishi-yona
I,100001,110000,0.0189,ishi-yona
I,110001,120000,0.034,ishi-yona
I,120001,130000,0.0129,ishi-yona
I,130001,140000,0.0297,ishi-yona
I,140001,150000,0.0254,ishi-yona
I,150001,160000,-0.005,ishi-yona
I,160001,170000,0.0292,ishi-yona
I,170001,180000,0.5247,ishi-yona
I,180001,190000,0.0686,ishi-yona
I,190001,200000,-0.0211,ishi-yona
I,200001,210000,-0.0134,ishi-yona
I,210001,220000,-0.0121,ishi-yona
I,220001,230000,-0.0121,ishi-yona
I,230001,240000,0.0142,ishi-yona
I,240001,250000,-0.0083,ishi-yona
I,250001,260000,0.0754,ishi-yona
I,260001,270000,0.031,ishi-yona
I,280001,290000,0.0391,ishi-yona
I,290001,300000,-0.0103,ishi-yona
I,300001,310000,-0.0033,ishi-yona
I,310001,320000,-0.0036,ishi-yona
I,320001,330000,0.011,ishi-yona
I,330001,340000,0.0389,ishi-yona
I,340001,350000,0.0842,ishi-yona
I,360001,370000,0.0076,ishi-yona
I,370001,380000,-0.0118,ishi-yona
I,380001,390000,0.0253,ishi-yona
I,390001,400000,-0.0189,ishi-yona
I,400001,410000,0.0203,ishi-yona
I,410001,420000,0.0247,ishi-yona
I,420001,430000,0.008,ishi-yona
I,430001,440000,-0.0231,ishi-yona
I,440001,450000,0.0172,ishi-yona
I,450001,460000,0.0092,ishi-yona
I,460001,470000,0.0334,ishi-yona
I,470001,480000,0.0023,ishi-yona
I,480001,490000,0.043,ishi-yona
I,490001,500000,0.0602,ishi-yona
I,500001,510000,-0.0034,ishi-yona
I,510001,520000,-0.0049,ishi-yona
I,550001,560000,0.0008,ishi-yona
I,570001,580000,-0.0251,ishi-yona
I,580001,590000,0.0416,ishi-yona
I,590001,600000,0.0148,ishi-yona
I,600001,610000,0.0814,ishi-yona
I,610001,620000,0.0025,ishi-yona
I,620001,630000,0.0525,ishi-yona
I,640001,650000,0.0243,ishi-yona
I,650001,660000,0.0293,ishi-yona
I,660001,670000,0.0078,ishi-yona
I,670001,680000,-0.0006,ishi-yona
I,680001,690000,0.0397,ishi-yona
I,690001,700000,0.0078,ishi-yona
I,700001,710000,-0.034,ishi-yona
I,710001,720000,0.0417,ishi-yona
I,720001,730000,0.0173,ishi-yona
I,730001,740000,0.0389,ishi-yona
I,740001,750000,0.0208,ishi-yona
I,760001,770000,0.0438,ishi-yona
I,770001,780000,0.0142,ishi-yona
I,790001,800000,0.0446,ishi-yona
I,800001,810000,0.0523,ishi-yona
I,830001,840000,-0.0102,ishi-yona
I,840001,850000,0.008,ishi-yona
I,870001,880000,0.0073,ishi-yona
I,890001,900000,0.0534,ishi-yona
I,900001,910000,0.001,ishi-yona
I,910001,920000,-0.0035,ishi-yona
I,940001,950000,0.0269,ishi-yona
I,950001,960000,0.0003,ishi-yona
I,970001,980000,0.0037,ishi-yona
I,980001,990000,0.0276,ishi-yona
I,990001,1000000,0.0206,ishi-yona
I,1000001,1010000,0.0634,ishi-yona
I,1110001,1120000,-0.0036,ishi-yona
I,1140001,1150000,0.0213,ishi-yona
I,1160001,1170000,0.0129,ishi-yona
I,1170001,1180000,-0.0063,ishi-yona
I,1230001,1240000,-0.0235,ishi-yona
I,1240001,1250000,-0.0649,ishi-yona
I,1270001,1280000,-0.0039,ishi-yona
I,1300001,1310000,-0.0023,ishi-yona
I,1310001,1320000,0.0314,ishi-yona
I,1320001,1330000,0.0335,ishi-yona
I,1330001,1340000,0.0138,ishi-yona
I,1340001,1350000,0.0535,ishi-yona
I,1360001,1370000,0.0069,ishi-yona
I,1390001,1400000,-0.0096,ishi-yona
I,1400001,1410000,0.0092,ishi-yona
I,1420001,1430000,-0.0143,ishi-yona
I,1430001,1440000,0.0006,ishi-yona
I,1440001,1450000,0.019,ishi-yona
I,1460001,1470000,0.0218,ishi-yona
I,1470001,1480000,-0.0122,ishi-yona
I,1490001,1500000,0.0718,ishi-yona
I,1500001,1510000,0.042,ishi-yona
I,1510001,1520000,0.0217,ishi-yona
I,1520001,1530000,0.0706,ishi-yona
I,1530001,1540000,0.0152,ishi-yona
I,1540001,1550000,0.0301,ishi-yona
I,1550001,1560000,0.0488,ishi-yona
I,1560001,1570000,0.0105,ishi-yona
I,1570001,1580000,0.0012,ishi-yona
I,1590001,1600000,0.0545,ishi-yona
I,1600001,1610000,0.0262,ishi-yona
I,1610001,1620000,0.0162,ishi-yona
I,1620001,1630000,0.0415,ishi-yona
I,1640001,1650000,0.0042,ishi-yona
I,1650001,1660000,0.0245,ishi-yona
I,1660001,1670000,0.003,ishi-yona
I,1670001,1680000,0.025,ishi-yona
I,1680001,1690000,-0.021,ishi-yona
I,1690001,1700000,0.0102,ishi-yona
I,1700001,1710000,-0.0067,ishi-yona
I,1710001,1720000,0.0257,ishi-yona
I,1720001,1730000,-0.0071,ishi-yona
I,1730001,1740000,0.0062,ishi-yona
I,1740001,1750000,-0.0206,ishi-yona
I,1750001,1760000,0.0087,ishi-yona
I,1760001,1770000,0.0107,ishi-yona
I,1770001,1780000,0.013,ishi-yona
I,1780001,1790000,0.0129,ishi-yona
I,1790001,1800000,-0.0137,ishi-yona
I,1800001,1810000,0.0007,ishi-yona
I,1820001,1830000,0.0252,ishi-yona
I,1870001,1880000,-0.0147,ishi-yona
I,1890001,1900000,-0.0354,ishi-yona
I,1910001,1920000,0.0658,ishi-yona
I,1920001,1930000,0.0086,ishi-yona
I,1930001,1940000,0.0385,ishi-yona
I,2010001,2020000,0.0064,ishi-yona
I,2020001,2030000,-0.0086,ishi-yona
I,2030001,2040000,0.0248,ishi-yona
I,2040001,2050000,0.0045,ishi-yona
I,2070001,2080000,-0.0022,ishi-yona
I,2080001,2090000,-0.0026,ishi-yona
I,2090001,2100000,0.0241,ishi-yona
I,2110001,2120000,0.016,ishi-yona
I,2120001,2130000,0.0339,ishi-yona
I,2130001,2140000,0.0542,ishi-yona
I,2140001,2150000,0.0236,ishi-yona
I,2150001,2160000,0.0008,ishi-yona
I,2160001,2170000,0.0478,ishi-yona
I,2170001,2180000,0.0124,ishi-yona
I,2180001,2190000,-0.0248,ishi-yona
I,2190001,2200000,0.0066,ishi-yona
I,2200001,2210000,0.0079,ishi-yona
I,2210001,2220000,0.0172,ishi-yona
I,2220001,2230000,0.038,ishi-yona
I,2230001,2240000,0.0256,ishi-yona
I,2260001,2270000,0.0173,ishi-yona
I,2270001,2280000,0.0787,ishi-yona
I,2280001,2290000,0.0302,ishi-yona
I,2290001,2300000,0.0297,ishi-yona
I,2300001,2310000,-0.0326,ishi-yona
I,2310001,2320000,0.0974,ishi-yona
I,2340001,2350000,0.0821,ishi-yona
I,2360001,2370000,0.0368,ishi-yona
I,2370001,2380000,-0.0208,ishi-yona
I,2390001,2400000,-0.0072,ishi-yona
I,2400001,2410000,0.0182,ishi-yona
I,2410001,2420000,-0.001,ishi-yona
I,2420001,2430000,0.0106,ishi-yona
I,2430001,2440000,0.0317,ishi-yona
I,2440001,2450000,0.0503,ishi-yona
I,2450001,2460000,-0.0105,ishi-yona
I,2580001,2590000,0.0296,ishi-yona
I,2590001,2600000,0.0215,ishi-yona
I,2610001,2620000,0.0675,ishi-yona
I,2620001,2630000,0.0264,ishi-yona
I,2630001,2640000,0.0087,ishi-yona
I,2650001,2660000,0.0558,ishi-yona
I,2660001,2670000,-0.0196,ishi-yona
I,2670001,2680000,0.008,ishi-yona
I,2710001,2720000,0.0527,ishi-yona
I,2770001,2780000,0.0219,ishi-yona
I,2780001,2790000,-0.0148,ishi-yona
I,2830001,2840000,0.0861,ishi-yona
I,2850001,2860000,0.013,ishi-yona
I,2860001,2870000,0.0255,ishi-yona
I,2870001,2880000,0.0117,ishi-yona
I,2890001,2900000,0.0091,ishi-yona
I,2910001,2920000,0.0398,ishi-yona
I,2920001,2930000,0.0272,ishi-yona
I,2930001,2940000,0.0511,ishi-yona
I,2940001,2950000,0.0425,ishi-yona
I,2950001,2960000,0.0323,ishi-yona
I,2970001,2980000,-0.002,ishi-yona
I,3040001,3050000,-0.0217,ishi-yona
I,3050001,3060000,0.0202,ishi-yona
I,3100001,3110000,0.0159,ishi-yona
I,3110001,3120000,0.0029,ishi-yona
I,3120001,3130000,0.0028,ishi-yona
I,3150001,3160000,0.0113,ishi-yona
I,3170001,3180000,-0.0345,ishi-yona
I,3180001,3190000,-0.0034,ishi-yona
I,3190001,3200000,-0.0191,ishi-yona
I,3200001,3210000,0.0218,ishi-yona
I,3230001,3240000,-0.0093,ishi-yona
I,3240001,3250000,0.0168,ishi-yona
I,3260001,3270000,0.1334,ishi-yona
I,3270001,3280000,0.0016,ishi-yona
I,3290001,3300000,0.0375,ishi-yona
I,3300001,3310000,0.0034,ishi-yona
I,3320001,3330000,0.0382,ishi-yona
I,3330001,3340000,0.0666,ishi-yona
I,3340001,3350000,0.0939,ishi-yona
I,3350001,3360000,0.0824,ishi-yona
I,3360001,3370000,0.0044,ishi-yona
I,3370001,3380000,-0.021,ishi-yona
I,3380001,3390000,-0.021,ishi-yona
I,3400001,3410000,-0.0188,ishi-yona
I,3410001,3420000,0.0272,ishi-yona
I,3420001,3430000,0.0232,ishi-yona
I,3430001,3440000,-0.0255,ishi-yona
I,3450001,3460000,0.0227,ishi-yona
I,3460001,3470000,0.0073,ishi-yona
I,3470001,3480000,0.0019,ishi-yona
I,3490001,3500000,-0.034,ishi-yona
I,3500001,3510000,-0.0446,ishi-yona
I,3510001,3520000,0.021,ishi-yona
I,3530001,3540000,-0.0608,ishi-yona
I,3540001,3550000,0.0109,ishi-yona
I,3550001,3560000,-0.0118,ishi-yona
I,3560001,3570000,0.0227,ishi-yona
I,3570001,3580000,0.0132,ishi-yona
I,3580001,3590000,0.0394,ishi-yona
I,3590001,3600000,0.0423,ishi-yona
I,3600001,3610000,-0.0526,ishi-yona
I,3610001,3620000,-0.0193,ishi-yona
I,3620001,3630000,-0.0346,ishi-yona
I,3630001,3640000,-0.0083,ishi-yona
I,3640001,3650000,0.047,ishi-yona
I,3650001,3660000,0.1036,ishi-yona
I,3660001,3670000,0.0119,ishi-yona
I,3670001,3680000,0.0651,ishi-yona
I,3680001,3690000,0.1559,ishi-yona
I,3690001,3700000,0.0694,ishi-yona
I,3700001,3710000,-0.0329,ishi-yona
I,3710001,3720000,-0.0201,ishi-yona
I,3720001,3730000,0.2288,ishi-yona
I,3730001,3740000,-0.0301,ishi-yona
I,3740001,3750000,-0.0181,ishi-yona
I,3750001,3760000,0.0457,ishi-yona
I,3760001,3770000,0.045,ishi-yona
I,3820001,3830000,-0.0421,ishi-yona
I,3830001,3840000,0.0034,ishi-yona
I,3840001,3850000,-0.044,ishi-yona
I,3850001,3860000,-0.079,ishi-yona
I,3860001,3870000,-0.001,ishi-yona
I,3880001,3890000,-0.0191,ishi-yona
I,3890001,3900000,0.0478,ishi-yona
I,3910001,3920000,-0.0083,ishi-yona
I,3950001,3960000,0.0126,ishi-yona
I,3960001,3970000,-0.0008,ishi-yona
I,3970001,3980000,-0.0252,ishi-yona
I,3990001,4000000,-0.0072,ishi-yona
I,4020001,4030000,0.0113,ishi-yona
I,4030001,4040000,0.0604,ishi-yona
I,4040001,4050000,0.0103,ishi-yona
I,4050001,4060000,0.0976,ishi-yona
I,4060001,4070000,0.0296,ishi-yona
I,4080001,4090000,0.0595,ishi-yona
I,4100001,4110000,-0.0156,ishi-yona
I,4130001,4140000,-0.0027,ishi-yona
I,4160001,4170000,-0.0151,ishi-yona
I,4170001,4180000,-0.0564,ishi-yona
I,4180001,4190000,-0.1095,ishi-yona
I,4190001,4200000,0.0136,ishi-yona
I,4200001,4210000,0.0291,ishi-yona
I,4210001,4220000,0.0404,ishi-yona
I,4220001,4230000,0.0044,ishi-yona
I,4310001,4320000,0.0575,ishi-yona
I,4330001,4340000,-0.0001,ishi-yona
I,4340001,4350000,-0.0268,ishi-yona
I,4350001,4360000,0.0249,ishi-yona
I,4360001,4370000,0.0673,ishi-yona
I,4370001,4380000,0.0073,ishi-yona
I,4380001,4390000,-0.0197,ishi-yona
I,4390001,4400000,0.0022,ishi-yona
I,4400001,4410000,0.0375,ishi-yona
I,4420001,4430000,-0.0154,ishi-yona
I,4430001,4440000,0.0139,ishi-yona
I,4450001,4460000,-0.0464,ishi-yona
I,4460001,4470000,-0.0066,ishi-yona
I,4470001,4480000,-0.0219,ishi-yona
I,4500001,4510000,0.0743,ishi-yona
I,4520001,4530000,0.0026,ishi-yona
I,4540001,4550000,-0.0147,ishi-yona
I,4550001,4560000,-0.0217,ishi-yona
I,4560001,4570000,-0.0198,ishi-yona
I,4600001,4610000,0.0195,ishi-yona
I,4620001,4630000,0.0702,ishi-yona
I,4630001,4640000,-0.006,ishi-yona
I,4640001,4650000,0.012,ishi-yona
I,4650001,4660000,0.0102,ishi-yona
I,4660001,4670000,0.0028,ishi-yona
I,4700001,4710000,0.0091,ishi-yona
I,4710001,4720000,-0.0087,ishi-yona
I,4740001,4750000,0.0288,ishi-yona
I,4750001,4760000,0.0291,ishi-yona
I,4760001,4770000,0.0523,ishi-yona
I,4810001,4820000,-0.0173,ishi-yona
I,4900001,4910000,0.0289,ishi-yona
I,4910001,4920000,-0.0103,ishi-yona
I,4920001,4930000,-0.029,ishi-yona
I,4940001,4950000,0.0512,ishi-yona
I,5060001,5070000,-0.0298,ishi-yona
I,5070001,5080000,-0.0596,ishi-yona
I,5080001,5090000,0.0166,ishi-yona
I,5140001,5150000,-0.0096,ishi-yona
I,5150001,5160000,0.0246,ishi-yona
I,5160001,5170000,0.0165,ishi-yona
I,5170001,5180000,0.011,ishi-yona
I,5180001,5190000,-0.0342,ishi-yona
I,5200001,5210000,0.0085,ishi-yona
I,5210001,5220000,0.0108,ishi-yona
I,5270001,5280000,0.0331,ishi-yona
I,5280001,5290000,0.0573,ishi-yona
I,5330001,5340000,0.03,ishi-yona
I,5340001,5350000,0.0366,ishi-yona
I,5350001,5360000,0.0184,ishi-yona
I,5360001,5370000,-0.0023,ishi-yona
I,5370001,5380000,-0.041,ishi-yona
I,5380001,5390000,0.003,ishi-yona
I,5400001,5410000,0.0438,ishi-yona
I,5410001,5420000,0.0372,ishi-yona
I,5420001,5430000,0.0746,ishi-yona
I,5430001,5440000,0.0259,ishi-yona
I,5470001,5480000,0.081,ishi-yona
I,5480001,5490000,0.0106,ishi-yona
I,5490001,5500000,-0.0124,ishi-yona
I,5500001,5510000,-0.0046,ishi-yona
I,5510001,5520000,-0.0195,ishi-yona
I,5520001,5530000,-0.0466,ishi-yona
I,5530001,5540000,0.0014,ishi-yona
I,5540001,5550000,-0.0041,ishi-yona
I,5550001,5560000,0.0095,ishi-yona
I,5560001,5570000,0.0344,ishi-yona
I,5570001,5580000,0.0069,ishi-yona
I,5580001,5590000,0.0055,ishi-yona
I,5590001,5600000,0.0145,ishi-yona
I,5610001,5620000,-0.0367,ishi-yona
I,5630001,5640000,0.0247,ishi-yona
I,5640001,5650000,-0.004,ishi-yona
I,5700001,5710000,-0.0055,ishi-yona
I,5710001,5720000,0.0404,ishi-yona
I,5720001,5730000,0.0073,ishi-yona
I,5770001,5780000,0.0257,ishi-yona
I,5780001,5790000,-0.0004,ishi-yona
I,5790001,5800000,0.1344,ishi-yona
I,5800001,5810000,0.0113,ishi-yona
I,5830001,5840000,0.011,ishi-yona
I,5890001,5900000,0.0017,ishi-yona
I,5900001,5910000,-0.0092,ishi-yona
I,5910001,5920000,0.0526,ishi-yona
I,5940001,5950000,-0.0703,ishi-yona
I,6000001,6010000,-0.0037,ishi-yona
I,6030001,6040000,0.0028,ishi-yona
I,6100001,6110000,0.0271,ishi-yona
I,6110001,6120000,0.039,ishi-yona
I,6150001,6160000,0.1238,ishi-yona
I,6160001,6170000,0.0092,ishi-yona
I,6170001,6180000,0.0354,ishi-yona
I,6180001,6190000,0.0922,ishi-yona
I,6210001,6220000,0.0086,ishi-yona
I,6220001,6230000,0.0194,ishi-yona
I,6230001,6240000,0.0161,ishi-yona
I,6250001,6260000,-0.0262,ishi-yona
I,6260001,6270000,-0.0112,ishi-yona
I,6270001,6280000,0.0275,ishi-yona
I,6290001,6300000,0.0119,ishi-yona
I,6310001,6320000,0.0035,ishi-yona
I,6320001,6330000,0.0326,ishi-yona
I,6330001,6340000,0.0354,ishi-yona
I,6340001,6350000,0.2215,ishi-yona
I,6350001,6360000,0.0359,ishi-yona
I,6360001,6370000,-0.0157,ishi-yona
I,6370001,6380000,0.0079,ishi-yona
I,6400001,6410000,0.0151,ishi-yona
I,6410001,6420000,0.0293,ishi-yona
I,6420001,6430000,0.018,ishi-yona
I,6430001,6440000,0.0313,ishi-yona
I,6440001,6450000,0.022,ishi-yona
I,6450001,6460000,0.0946,ishi-yona
I,6460001,6470000,0.0565,ishi-yona
I,6470001,6480000,0.0083,ishi-yona
I,6490001,6500000,-0.0694,ishi-yona
I,6510001,6520000,-0.0115,ishi-yona
I,6530001,6540000,0.0706,ishi-yona
I,6540001,6550000,0.0264,ishi-yona
I,6550001,6560000,0.0155,ishi-yona
I,6560001,6570000,-0.0296,ishi-yona
I,6600001,6610000,0.0295,ishi-yona
I,6620001,6630000,0.0184,ishi-yona
I,6630001,6640000,0.0214,ishi-yona
I,6640001,6650000,0.0602,ishi-yona
I,6650001,6660000,-0.3818,ishi-yona
I,6670001,6680000,0.0045,ishi-yona
I,6680001,6690000,0.016,ishi-yona
I,6690001,6700000,0.0255,ishi-yona
I,6700001,6710000,0.0155,ishi-yona
I,6710001,6720000,-0.0223,ishi-yona
I,6720001,6730000,0.1298,ishi-yona
I,6730001,6740000,0.03,ishi-yona
I,6740001,6750000,0.0721,ishi-yona
I,6750001,6760000,-0.0096,ishi-yona
I,6760001,6770000,0.032,ishi-yona
I,6770001,6780000,-0.0179,ishi-yona
I,6780001,6790000,-0.0055,ishi-yona
I,6790001,6800000,0.0059,ishi-yona
I,6800001,6810000,-0.0034,ishi-yona
I,6810001,6820000,0.0192,ishi-yona
I,6820001,6830000,0.012,ishi-yona
I,6830001,6840000,0.0048,ishi-yona
I,6890001,6900000,-0.0207,ishi-yona
I,6900001,6910000,0.0018,ishi-yona
I,6910001,6920000,0.0071,ishi-yona
I,6930001,6940000,-0.0,ishi-yona
I,6960001,6970000,0.0019,ishi-yona
I,6970001,6980000,-0.0024,ishi-yona
I,6980001,6990000,0.018,ishi-yona
I,7000001,7010000,-0.0116,ishi-yona
I,7020001,7030000,-0.0247,ishi-yona
I,7040001,7050000,0.0107,ishi-yona
I,7050001,7060000,0.0553,ishi-yona
I,7060001,7070000,0.0395,ishi-yona
I,7080001,7090000,-0.0493,ishi-yona
I,7090001,7100000,0.0161,ishi-yona
I,7100001,7110000,0.0105,ishi-yona
I,7110001,7120000,0.0039,ishi-yona
I,7120001,7130000,0.0214,ishi-yona
I,7140001,7150000,-0.0001,ishi-yona
I,7160001,7170000,0.0897,ishi-yona
I,7180001,7190000,-0.0036,ishi-yona
I,7190001,7200000,-0.0183,ishi-yona
I,7200001,7210000,0.0356,ishi-yona
I,7210001,7220000,0.0304,ishi-yona
I,7220001,7230000,0.0219,ishi-yona
I,7230001,7240000,-0.0071,ishi-yona
I,7240001,7250000,-0.0219,ishi-yona
I,7260001,7270000,0.005,ishi-yona
I,7270001,7280000,-0.0015,ishi-yona
I,7280001,7290000,0.012,ishi-yona
I,7290001,7300000,-0.0075,ishi-yona
I,7300001,7310000,0.0048,ishi-yona
I,7310001,7320000,0.0473,ishi-yona
I,7320001,7330000,0.04,ishi-yona
I,7420001,7430000,-0.0947,ishi-yona
I,7520001,7530000,0.0011,ishi-yona
I,7530001,7540000,0.0207,ishi-yona
I,7540001,7550000,0.0073,ishi-yona
I,7560001,7570000,0.0482,ishi-yona
I,7590001,7600000,0.022,ishi-yona
I,7600001,7610000,-0.0115,ishi-yona
I,7630001,7640000,-0.0025,ishi-yona
I,7640001,7650000,-0.0198,ishi-yona
I,7650001,7660000,0.1047,ishi-yona
I,7660001,7670000,-0.0076,ishi-yona
I,7670001,7680000,0.0156,ishi-yona
I,7690001,7700000,0.074,ishi-yona
I,7700001,7710000,-0.0038,ishi-yona
I,7710001,7720000,0.0123,ishi-yona
I,7720001,7730000,0.0206,ishi-yona
I,7750001,7760000,0.0543,ishi-yona
I,7780001,7790000,0.0279,ishi-yona
I,7820001,7830000,0.0668,ishi-yona
I,7850001,7860000,0.0173,ishi-yona
I,7860001,7870000,0.0691,ishi-yona
